outcome,effect,estimate,ci_lo,ci_hi,p,n_texts
QI,HI_minus_LI,0.006785714285714285,-0.0019285714285714362,0.015803571428571427,0.132185,400
QI,HP_minus_LP,0.03153571428571428,0.02289285714285714,0.040196428571428564,0.0,400
QI,BF_minus_WM,0.004821428571428564,-0.002017857142857152,0.01148214285714285,0.165305,400
PI,HI_minus_LI,0.07522916666666667,0.056520312499999996,0.09456302083333329,0.0,400
PI,HP_minus_LP,0.1509375,0.13127083333333334,0.17137500000000003,0.0,400
PI,BF_minus_WM,0.024187499999999997,0.012479166666666666,0.03585468749999996,5e-05,400
AR,HI_minus_LI,0.013375,-0.0013750000000000043,0.028499999999999998,0.08318,400
AR,HP_minus_LP,0.057625,0.042374999999999996,0.0735,0.0,400
AR,BF_minus_WM,0.009625000000000002,-0.0018749999999999978,0.021625000000000002,0.108715,400
