scope,domain,outcome,perturbation,flip_rate_A_to_R,flip_rate_A_to_R_ci_low,flip_rate_A_to_R_ci_high,topk_instability,topk_instability_ci_low,topk_instability_ci_high,N,K
domain,CS,PI,group_BF_to_WM,0.125,0.0,0.3333333333333333,0.0125,0.003125,0.025,20.0,4.0
domain,CS,PI,group_BF_to_WM,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0
domain,CS,PI,group_BF_to_WM,0.041666666666666664,0.0,0.125,0.002083333333333333,0.0,0.006249999999999999,20.0,6.0
domain,CS,PI,group_BF_to_WM,0.07142857142857142,0.0,0.23809523809523808,0.005357142857142859,0.0,0.01428571428571429,20.0,7.0
domain,CS,PI,group_BF_to_WM,0.125,0.0,0.3182272727272721,0.0078125,0.0015625,0.015625,20.0,8.0
domain,CS,PI,institution_HI_to_LI,0.625,0.375,1.0,0.0375,0.009375,0.06875,20.0,4.0
domain,CS,PI,institution_HI_to_LI,0.3,0.25,0.4166666666666667,0.014999999999999996,0.004999999999999999,0.02749999999999999,20.0,5.0
domain,CS,PI,institution_HI_to_LI,0.08333333333333333,0.0,0.25925925925925924,0.006249999999999999,0.0,0.016666666666666663,20.0,6.0
domain,CS,PI,institution_HI_to_LI,0.14285714285714285,0.0,0.42857142857142855,0.007142857142857145,0.0,0.01964285714285715,20.0,7.0
domain,CS,PI,institution_HI_to_LI,0.1875,0.034482758620689655,0.4401111111111095,0.0109375,0.003125,0.021875,20.0,8.0
domain,CS,PI,bibliometrics_HP_to_LP,0.3125,0.0,0.782936507936505,0.015625,0.0,0.0375,20.0,4.0
domain,CS,PI,bibliometrics_HP_to_LP,0.1,0.0,0.25,0.004999999999999999,0.0,0.012499999999999997,20.0,5.0
domain,CS,PI,bibliometrics_HP_to_LP,0.08333333333333333,0.0,0.2631578947368421,0.006249999999999999,0.0,0.016666666666666663,20.0,6.0
domain,CS,PI,bibliometrics_HP_to_LP,0.14285714285714285,0.0,0.5,0.007142857142857145,0.0,0.021428571428571436,20.0,7.0
domain,CS,PI,bibliometrics_HP_to_LP,0.21875,0.034482758620689655,0.5,0.0109375,0.0015625,0.0234375,20.0,8.0
domain,CS,AR,group_BF_to_WM,0.0625,0.0,0.1875,0.003125,0.0,0.009375,20.0,4.0
domain,CS,AR,group_BF_to_WM,0.05,0.0,0.15384615384615385,0.0024999999999999996,0.0,0.007499999999999998,20.0,5.0
domain,CS,AR,group_BF_to_WM,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0
domain,CS,AR,group_BF_to_WM,0.03571428571428571,0.0,0.13333333333333333,0.0017857142857142863,0.0,0.005357142857142859,20.0,7.0
domain,CS,AR,group_BF_to_WM,0.0625,0.0,0.17857142857142858,0.00625,0.0,0.0140625,20.0,8.0
domain,CS,AR,institution_HI_to_LI,0.1875,0.0,0.631578947368421,0.0125,0.0,0.034375,20.0,4.0
domain,CS,AR,institution_HI_to_LI,0.15,0.0,0.5,0.009999999999999998,0.0,0.02749999999999999,20.0,5.0
domain,CS,AR,institution_HI_to_LI,0.041666666666666664,0.0,0.125,0.002083333333333333,0.0,0.006249999999999999,20.0,6.0
domain,CS,AR,institution_HI_to_LI,0.03571428571428571,0.0,0.15,0.0017857142857142863,0.0,0.005357142857142859,20.0,7.0
domain,CS,AR,institution_HI_to_LI,0.09375,0.0,0.25,0.0046875,0.0,0.0125,20.0,8.0
domain,CS,AR,bibliometrics_HP_to_LP,0.0625,0.0,0.2,0.003125,0.0,0.009375,20.0,4.0
domain,CS,AR,bibliometrics_HP_to_LP,0.05,0.0,0.15384615384615385,0.0024999999999999996,0.0,0.007499999999999998,20.0,5.0
domain,CS,AR,bibliometrics_HP_to_LP,0.08333333333333333,0.0,0.2857142857142857,0.004166666666666666,0.0,0.010416666666666664,20.0,6.0
domain,CS,AR,bibliometrics_HP_to_LP,0.17857142857142858,0.0,0.5,0.010714285714285718,0.0,0.025000000000000005,20.0,7.0
domain,CS,AR,bibliometrics_HP_to_LP,0.15625,0.0,0.3809873949579827,0.009375,0.0015625,0.01875,20.0,8.0
domain,MATH,QI,group_BF_to_WM,0.25,0.0,0.625,0.028125,0.009375,0.053125,20.0,4.0
domain,MATH,QI,group_BF_to_WM,0.15,0.0,0.29411764705882354,0.019999999999999997,0.007499999999999998,0.032499999999999994,20.0,5.0
domain,MATH,QI,group_BF_to_WM,0.20833333333333334,0.05,0.42857142857142855,0.02291666666666666,0.010416666666666664,0.03749999999999999,20.0,6.0
domain,MATH,QI,group_BF_to_WM,0.17857142857142858,0.037037037037037035,0.3913431677018628,0.017857142857142867,0.007142857142857145,0.02857142857142858,20.0,7.0
domain,MATH,QI,group_BF_to_WM,0.21875,0.058823529411764705,0.45714285714285713,0.0203125,0.0078125,0.034375,20.0,8.0
domain,MATH,QI,institution_HI_to_LI,0.375,0.15384615384615385,0.8,0.025,0.009375,0.04375,20.0,4.0
domain,MATH,QI,institution_HI_to_LI,0.3,0.06666666666666667,0.6,0.019999999999999997,0.004999999999999999,0.03749999999999999,20.0,5.0
domain,MATH,QI,institution_HI_to_LI,0.2916666666666667,0.1,0.5555555555555556,0.018749999999999996,0.006249999999999999,0.03541666666666666,20.0,6.0
domain,MATH,QI,institution_HI_to_LI,0.17857142857142858,0.04,0.3888888888888889,0.012500000000000006,0.0035714285714285726,0.021428571428571436,20.0,7.0
domain,MATH,QI,institution_HI_to_LI,0.15625,0.05405405405405406,0.2903225806451613,0.009375,0.003125,0.015625,20.0,8.0
domain,MATH,QI,bibliometrics_HP_to_LP,0.375,0.07142857142857142,0.8333333333333334,0.028125,0.00625,0.053125,20.0,4.0
domain,MATH,QI,bibliometrics_HP_to_LP,0.35,0.15,0.625,0.022499999999999996,0.009999999999999998,0.03749999999999999,20.0,5.0
domain,MATH,QI,bibliometrics_HP_to_LP,0.3333333333333333,0.13039971949509116,0.625,0.02083333333333333,0.008333333333333331,0.03541666666666666,20.0,6.0
domain,MATH,QI,bibliometrics_HP_to_LP,0.25,0.075,0.5,0.016071428571428577,0.005357142857142859,0.02857142857142858,20.0,7.0
domain,MATH,QI,bibliometrics_HP_to_LP,0.1875,0.03125,0.44002941176470545,0.009375,0.0015625,0.01875,20.0,8.0
domain,MATH,PI,group_BF_to_WM,0.125,0.0,0.42857142857142855,0.01875,0.003125,0.0375,20.0,4.0
domain,MATH,PI,group_BF_to_WM,0.1,0.0,0.3,0.022499999999999996,0.0,0.04999999999999999,20.0,5.0
domain,MATH,PI,group_BF_to_WM,0.041666666666666664,0.0,0.14285714285714285,0.010416666666666664,0.0,0.024999999999999994,20.0,6.0
domain,MATH,PI,group_BF_to_WM,0.07142857142857142,0.0,0.21052631578947367,0.005357142857142859,0.0,0.010714285714285718,20.0,7.0
domain,MATH,PI,group_BF_to_WM,0.09375,0.0,0.32142857142857145,0.0046875,0.0,0.0140625,20.0,8.0
domain,MATH,PI,institution_HI_to_LI,0.125,0.0,0.3333333333333333,0.009375,0.0,0.01875,20.0,4.0
domain,MATH,PI,institution_HI_to_LI,0.25,0.0,0.6363636363636364,0.017499999999999995,0.0,0.039999999999999994,20.0,5.0
domain,MATH,PI,institution_HI_to_LI,0.3333333333333333,0.07142857142857142,0.6666666666666666,0.018749999999999996,0.002083333333333333,0.039583333333333325,20.0,6.0
domain,MATH,PI,institution_HI_to_LI,0.07142857142857142,0.0,0.16666666666666666,0.0035714285714285726,0.0,0.008928571428571432,20.0,7.0
domain,MATH,PI,institution_HI_to_LI,0.0625,0.0,0.18181818181818182,0.003125,0.0,0.0078125,20.0,8.0
domain,MATH,PI,bibliometrics_HP_to_LP,0.3125,0.0,1.0,0.015625,0.0,0.034375,20.0,4.0
domain,MATH,PI,bibliometrics_HP_to_LP,0.4,0.13636363636363635,0.8580357142857175,0.019999999999999997,0.004999999999999999,0.03749999999999999,20.0,5.0
domain,MATH,PI,bibliometrics_HP_to_LP,0.375,0.06666666666666667,0.7333333333333333,0.018749999999999996,0.002083333333333333,0.03749999999999999,20.0,6.0
domain,MATH,PI,bibliometrics_HP_to_LP,0.21428571428571427,0.05,0.375,0.010714285714285718,0.0017857142857142863,0.021428571428571436,20.0,7.0
domain,MATH,PI,bibliometrics_HP_to_LP,0.15625,0.0,0.4,0.0078125,0.0,0.01875,20.0,8.0
domain,MATH,AR,group_BF_to_WM,0.25,0.0,0.4444444444444444,0.015625,0.0,0.034375,20.0,4.0
domain,MATH,AR,group_BF_to_WM,0.1,0.0,0.3333333333333333,0.004999999999999999,0.0,0.012499999999999997,20.0,5.0
domain,MATH,AR,group_BF_to_WM,0.125,0.0,0.3,0.008333333333333331,0.002083333333333333,0.016666666666666663,20.0,6.0
domain,MATH,AR,group_BF_to_WM,0.10714285714285714,0.0,0.25,0.007142857142857145,0.0017857142857142863,0.01428571428571429,20.0,7.0
domain,MATH,AR,group_BF_to_WM,0.03125,0.0,0.10526315789473684,0.0046875,0.0,0.0125,20.0,8.0
domain,MATH,AR,institution_HI_to_LI,0.25,0.06666666666666667,0.5833333333333334,0.025,0.003125,0.05,20.0,4.0
domain,MATH,AR,institution_HI_to_LI,0.2,0.043478260869565216,0.545707070707067,0.017499999999999995,0.004999999999999999,0.029999999999999992,20.0,5.0
domain,MATH,AR,institution_HI_to_LI,0.16666666666666666,0.0,0.4666666666666667,0.014583333333333332,0.0,0.03541666666666666,20.0,6.0
domain,MATH,AR,institution_HI_to_LI,0.21428571428571427,0.06060606060606061,0.4583333333333333,0.01428571428571429,0.0035714285714285726,0.02857142857142858,20.0,7.0
domain,MATH,AR,institution_HI_to_LI,0.0625,0.0,0.1765231092436967,0.00625,0.0,0.0140625,20.0,8.0
domain,MATH,AR,bibliometrics_HP_to_LP,0.375,0.09090909090909091,0.8,0.025,0.003125,0.05625,20.0,4.0
domain,MATH,AR,bibliometrics_HP_to_LP,0.2,0.05128205128205128,0.45454545454545453,0.012499999999999997,0.0024999999999999996,0.022499999999999996,20.0,5.0
domain,MATH,AR,bibliometrics_HP_to_LP,0.08333333333333333,0.0,0.23529411764705882,0.004166666666666666,0.0,0.010416666666666664,20.0,6.0
domain,MATH,AR,bibliometrics_HP_to_LP,0.17857142857142858,0.03225806451612903,0.4,0.008928571428571432,0.0017857142857142863,0.017857142857142867,20.0,7.0
domain,MATH,AR,bibliometrics_HP_to_LP,0.21875,0.07692307692307693,0.4074074074074074,0.0109375,0.003125,0.01875,20.0,8.0
domain,PHY,QI,group_BF_to_WM,0.3125,0.06666666666666667,0.75,0.015625,0.003125,0.03125,20.0,4.0
domain,PHY,QI,group_BF_to_WM,0.15,0.0,0.3847222222222207,0.014999999999999996,0.0024999999999999996,0.029999999999999992,20.0,5.0
domain,PHY,QI,group_BF_to_WM,0.16666666666666666,0.0,0.4,0.014583333333333332,0.002083333333333333,0.031249999999999993,20.0,6.0
domain,PHY,QI,group_BF_to_WM,0.14285714285714285,0.0,0.321457373271889,0.012500000000000006,0.0035714285714285726,0.025000000000000012,20.0,7.0
domain,PHY,QI,group_BF_to_WM,0.09375,0.0,0.21739130434782608,0.0125,0.003125,0.0234375,20.0,8.0
domain,PHY,QI,institution_HI_to_LI,0.4375,0.07394179894179895,1.0,0.028125,0.009375,0.053125,20.0,4.0
domain,PHY,QI,institution_HI_to_LI,0.45,0.14285714285714285,0.875,0.03749999999999999,0.014999999999999996,0.06256249999999908,20.0,5.0
domain,PHY,QI,institution_HI_to_LI,0.3333333333333333,0.0,0.6818181818181818,0.031249999999999993,0.012499999999999997,0.05208333333333333,20.0,6.0
domain,PHY,QI,institution_HI_to_LI,0.17857142857142858,0.0,0.4117647058823529,0.01428571428571429,0.0035714285714285726,0.02857142857142858,20.0,7.0
domain,PHY,QI,institution_HI_to_LI,0.21875,0.038461538461538464,0.4243506493506478,0.015625,0.0046875,0.0296875,20.0,8.0
domain,PHY,QI,bibliometrics_HP_to_LP,0.3125,0.0,0.75,0.015625,0.0,0.0375,20.0,4.0
domain,PHY,QI,bibliometrics_HP_to_LP,0.35,0.08333333333333333,0.6666666666666666,0.019999999999999997,0.0024999999999999996,0.039999999999999994,20.0,5.0
domain,PHY,QI,bibliometrics_HP_to_LP,0.3333333333333333,0.058823529411764705,0.6190476190476191,0.018749999999999996,0.002083333333333333,0.039583333333333325,20.0,6.0
domain,PHY,QI,bibliometrics_HP_to_LP,0.21428571428571427,0.03571428571428571,0.48573359073359046,0.01428571428571429,0.0035714285714285726,0.032142857142857154,20.0,7.0
domain,PHY,QI,bibliometrics_HP_to_LP,0.25,0.08569908814589666,0.4782608695652174,0.0171875,0.00625,0.0296875,20.0,8.0
domain,PHY,PI,group_BF_to_WM,0.3125,0.09523809523809523,0.6153846153846154,0.01875,0.00625,0.034375,20.0,4.0
domain,PHY,PI,group_BF_to_WM,0.25,0.0,0.5555555555555556,0.017499999999999995,0.0024999999999999996,0.03499999999999999,20.0,5.0
domain,PHY,PI,group_BF_to_WM,0.20833333333333334,0.0,0.421103238866396,0.018749999999999996,0.004166666666666666,0.03749999999999999,20.0,6.0
domain,PHY,PI,group_BF_to_WM,0.17857142857142858,0.034482758620689655,0.388949275362318,0.01428571428571429,0.0035714285714285726,0.026785714285714295,20.0,7.0
domain,PHY,PI,group_BF_to_WM,0.1875,0.05714285714285714,0.3667105263157888,0.0125,0.0046875,0.0203125,20.0,8.0
domain,PHY,PI,institution_HI_to_LI,0.4375,0.16666666666666666,0.8461538461538461,0.025,0.00625,0.05,20.0,4.0
domain,PHY,PI,institution_HI_to_LI,0.4,0.18744212962962964,0.7,0.019999999999999997,0.007499999999999998,0.03499999999999999,20.0,5.0
domain,PHY,PI,institution_HI_to_LI,0.5,0.26666666666666666,0.7857142857142857,0.024999999999999994,0.008333333333333331,0.04171874999999924,20.0,6.0
domain,PHY,PI,institution_HI_to_LI,0.39285714285714285,0.16,0.68,0.023214285714285722,0.008928571428571432,0.0392857142857143,20.0,7.0
domain,PHY,PI,institution_HI_to_LI,0.375,0.14285714285714285,0.642914746543778,0.021875,0.0078125,0.0390625,20.0,8.0
domain,PHY,PI,bibliometrics_HP_to_LP,0.5625,0.25,1.0,0.034375,0.0125,0.059375,20.0,4.0
domain,PHY,PI,bibliometrics_HP_to_LP,0.5,0.15,0.8947368421052632,0.024999999999999994,0.004999999999999999,0.05249999999999999,20.0,5.0
domain,PHY,PI,bibliometrics_HP_to_LP,0.5,0.2,0.8666666666666667,0.024999999999999994,0.008333333333333331,0.04583333333333332,20.0,6.0
domain,PHY,PI,bibliometrics_HP_to_LP,0.5357142857142857,0.2646671826625387,0.8571428571428571,0.02857142857142858,0.012500000000000006,0.04821428571428573,20.0,7.0
domain,PHY,PI,bibliometrics_HP_to_LP,0.46875,0.23684210526315788,0.75,0.0234375,0.009375,0.0390625,20.0,8.0
domain,PHY,AR,group_BF_to_WM,0.1875,0.0,0.5384615384615384,0.0125,0.0,0.028125,20.0,4.0
domain,PHY,AR,group_BF_to_WM,0.25,0.0,0.5555555555555556,0.012499999999999997,0.0,0.02749999999999999,20.0,5.0
domain,PHY,AR,group_BF_to_WM,0.25,0.0,0.5385654885654889,0.012499999999999997,0.0,0.029166666666666664,20.0,6.0
domain,PHY,AR,group_BF_to_WM,0.14285714285714285,0.0,0.32,0.007142857142857145,0.0,0.016071428571428577,20.0,7.0
domain,PHY,AR,group_BF_to_WM,0.0625,0.0,0.1795454545454537,0.003125,0.0,0.0078125,20.0,8.0
domain,PHY,AR,institution_HI_to_LI,0.1875,0.0,0.5294117647058824,0.009375,0.0,0.025,20.0,4.0
domain,PHY,AR,institution_HI_to_LI,0.1,0.0,0.2857142857142857,0.004999999999999999,0.0,0.012499999999999997,20.0,5.0
domain,PHY,AR,institution_HI_to_LI,0.16666666666666666,0.0,0.4,0.012499999999999997,0.0,0.029166666666666664,20.0,6.0
domain,PHY,AR,institution_HI_to_LI,0.10714285714285714,0.0,0.2962962962962963,0.007142857142857145,0.0,0.017857142857142863,20.0,7.0
domain,PHY,AR,institution_HI_to_LI,0.03125,0.0,0.1111111111111111,0.0015625,0.0,0.0046875,20.0,8.0
domain,PHY,AR,bibliometrics_HP_to_LP,0.375,0.0,0.8333333333333334,0.01875,0.0,0.04375,20.0,4.0
domain,PHY,AR,bibliometrics_HP_to_LP,0.35,0.0,0.7728535353535335,0.017499999999999995,0.0,0.03756249999999908,20.0,5.0
domain,PHY,AR,bibliometrics_HP_to_LP,0.2916666666666667,0.0,0.6428571428571429,0.014583333333333332,0.0,0.031249999999999993,20.0,6.0
domain,PHY,AR,bibliometrics_HP_to_LP,0.25,0.0,0.5454545454545454,0.012500000000000006,0.0,0.030357142857142867,20.0,7.0
domain,PHY,AR,bibliometrics_HP_to_LP,0.0625,0.0,0.2,0.003125,0.0,0.009375,20.0,8.0
