scope,domain,outcome,perturbation,flip_rate_A_to_R,flip_rate_A_to_R_ci_low,flip_rate_A_to_R_ci_high,topk_instability,topk_instability_ci_low,topk_instability_ci_high,N,K
overall,ALL,PI,bibliometrics_HP_to_LP,0.28846153846153844,0.14,0.468101728723404,0.004086538461538459,0.0019230769230769219,0.006730769230769226,80.0,13.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.3392857142857143,0.18419709989258862,0.5294117647058824,0.004687499999999998,0.002232142857142856,0.007589285714285711,80.0,14.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.35,0.18666101694915255,0.5454809725158558,0.004791666666666665,0.0022916666666666662,0.007708333333333331,80.0,15.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.390625,0.22033898305084745,0.5957549099836332,0.0052734375,0.0025390625,0.0083984375,80.0,16.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.36764705882352944,0.20480083599704943,0.5517370046320121,0.0049632352941176485,0.002389705882352942,0.00808823529411765,80.0,17.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.3611111111111111,0.19297717184527582,0.5512931034482758,0.005034722222222224,0.0024305555555555565,0.007986111111111114,80.0,18.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.3684210526315789,0.2054706708816298,0.5512931034482758,0.005263157894736847,0.00279605263157895,0.008059210526315797,80.0,19.0
overall,ALL,PI,bibliometrics_HP_to_LP,0.3875,0.2277115211521152,0.5731796987087516,0.005312500000000005,0.0028125000000000025,0.008125000000000007,80.0,20.0
overall,ALL,AR,group_BF_to_WM,0.25,0.10344827586206896,0.4642857142857143,0.00390625,0.0015625,0.00625,80.0,8.0
overall,ALL,AR,group_BF_to_WM,0.25,0.11105072463768118,0.45,0.0034722222222222238,0.0013888888888888896,0.00590277777777778,80.0,9.0
overall,ALL,AR,group_BF_to_WM,0.25,0.12121212121212122,0.4286525974025962,0.003749999999999999,0.0015624999999999997,0.006249999999999999,80.0,10.0
overall,ALL,AR,group_BF_to_WM,0.20454545454545456,0.08195884911341586,0.37142857142857144,0.0031250000000000015,0.0011363636363636367,0.0053977272727272745,80.0,11.0
overall,ALL,AR,group_BF_to_WM,0.14583333333333334,0.04411764705882353,0.2954755892255889,0.002083333333333334,0.0007812500000000004,0.003906250000000002,80.0,12.0
overall,ALL,AR,group_BF_to_WM,0.17307692307692307,0.06818181818181818,0.31114583333333284,0.0028846153846153826,0.0012019230769230761,0.0048076923076923045,80.0,13.0
overall,ALL,AR,group_BF_to_WM,0.125,0.038461538461538464,0.2459016393442623,0.0020089285714285704,0.0006696428571428568,0.00357142857142857,80.0,14.0
overall,ALL,AR,group_BF_to_WM,0.11666666666666667,0.03333333333333333,0.2250201612903223,0.002083333333333333,0.0008333333333333332,0.003541666666666666,80.0,15.0
overall,ALL,AR,group_BF_to_WM,0.109375,0.032782430506058446,0.20967741935483872,0.0017578125,0.0005859375,0.0029296875,80.0,16.0
